3,4,5
5,12,13
15,8,17
7,24,25
21,20,29
9,40,41
35,12,37
11,60,61
45,28,53
33,56,65
13,84,85
63,16,65
55,48,73
39,80,89
15,112,113
77,36,85
65,72,97
17,144,145
99,20,101
91,60,109
51,140,149
19,180,181
117,44,125
105,88,137
85,132,157
57,176,185
21,220,221
143,24,145
119,120,169
95,168,193
23,264,265
165,52,173
153,104,185
133,156,205
105,208,233
69,260,269
25,312,313
195,28,197
187,84,205
171,140,221
115,252,277
75,308,317
27,364,365
221,60,229
209,120,241
161,240,289
29,420,421
255,32,257
247,96,265
231,160,281
207,224,305
175,288,337
135,352,377
87,416,425
31,480,481
285,68,293
273,136,305
253,204,325
225,272,353
189,340,389
145,408,433
93,476,485
33,544,545
323,36,325
299,180,349
275,252,373
203,396,445
155,468,493
35,612,613
357,76,365
345,152,377
325,228,397
297,304,425
261,380,461
217,456,505
165,532,557
105,608,617
37,684,685
399,40,401
391,120,409
351,280,449
319,360,481
279,440,521
231,520,569
111,680,689
39,760,761
437,84,445
425,168,457
377,336,505
341,420,541
185,672,697
41,840,841
483,44,485
475,132,493
459,220,509
435,308,533
403,396,565
315,572,653
259,660,709
195,748,773
123,836,845
43,924,925
525,92,533
513,184,545
493,276,565
465,368,593
429,460,629
385,552,673
333,644,725
273,736,785
205,828,853
129,920,929
45,1012,1013
575,48,577
551,240,601
527,336,625
455,528,697
407,624,745
287,816,865
215,912,937
47,1104,1105
621,100,629
609,200,641
589,300,661
561,400,689
481,600,769
429,700,821
369,800,881
301,900,949
141,1100,1109
49,1200,1201
675,52,677
667,156,685
651,260,701
627,364,725
595,468,757
555,572,797
451,780,901
387,884,965
315,988,1037
235,1092,1117
147,1196,1205
51,1300,1301
725,108,733
713,216,745
665,432,793
629,540,829
533,756,925
473,864,985
329,1080,1129
245,1188,1213
53,1404,1405
783,56,785
775,168,793
759,280,809
703,504,865
663,616,905
615,728,953
559,840,1009
495,952,1073
423,1064,1145
255,1288,1313
159,1400,1409
55,1512,1513
837,116,845
825,232,857
805,348,877
777,464,905
741,580,941
697,696,985
645,812,1037
585,928,1097
517,1044,1165
441,1160,1241
357,1276,1325
265,1392,1417
165,1508,1517
57,1624,1625
899,60,901
851,420,949
779,660,1021
731,780,1069
611,1020,1189
539,1140,1261
371,1380,1429
59,1740,1741
957,124,965
945,248,977
925,372,997
897,496,1025
861,620,1061
817,744,1105
765,868,1157
705,992,1217
637,1116,1285
561,1240,1361
477,1364,1445
385,1488,1537
285,1612,1637
177,1736,1745
61,1860,1861
1023,64,1025
1015,192,1033
999,320,1049
975,448,1073
943,576,1105
903,704,1145
855,832,1193
799,960,1249
735,1088,1313
663,1216,1385
583,1344,1465
495,1472,1553
399,1600,1649
295,1728,1753
183,1856,1865
63,1984,1985
1085,132,1093
1073,264,1105
1025,528,1153
989,660,1189
893,924,1285
833,1056,1345
689,1320,1489
413,1716,1765
305,1848,1873
65,2112,2113
1155,68,1157
1147,204,1165
1131,340,1181
1107,476,1205
1075,612,1237
1035,748,1277
987,884,1325
931,1020,1381
795,1292,1517
715,1428,1597
627,1564,1685
531,1700,1781
427,1836,1885
315,1972,1997
195,2108,2117
67,2244,2245
1221,140,1229
1209,280,1241
1189,420,1261
1161,560,1289
1081,840,1369
969,1120,1481
901,1260,1549
741,1540,1709
649,1680,1801
549,1820,1901
201,2240,2249
69,2380,2381
1295,72,1297
1271,360,1321
1247,504,1345
1175,792,1417
1127,936,1465
1007,1224,1585
935,1368,1657
767,1656,1825
671,1800,1921
455,2088,2137
335,2232,2257
71,2520,2521
1365,148,1373
1353,296,1385
1333,444,1405
1305,592,1433
1269,740,1469
1225,888,1513
1173,1036,1565
1113,1184,1625
1045,1332,1693
969,1480,1769
885,1628,1853
793,1776,1945
693,1924,2045
585,2072,2153
469,2220,2269
345,2368,2393
213,2516,2525
73,2664,2665
1443,76,1445
1435,228,1453
1419,380,1469
1395,532,1493
1363,684,1525
1323,836,1565
1275,988,1613
1219,1140,1669
1155,1292,1733
1003,1596,1885
915,1748,1973
819,1900,2069
715,2052,2173
603,2204,2285
483,2356,2405
355,2508,2533
219,2660,2669
75,2812,2813
1517,156,1525
1505,312,1537
1457,624,1585
1421,780,1621
1325,1092,1717
1265,1248,1777
1121,1560,1921
1037,1716,2005
737,2184,2305
497,2496,2545
365,2652,2677
77,2964,2965
1599,80,1601
1591,240,1609
1551,560,1649
1519,720,1681
1479,880,1721
1431,1040,1769
1311,1360,1889
1239,1520,1961
1159,1680,2041
1071,1840,2129
871,2160,2329
759,2320,2441
639,2480,2561
511,2640,2689
231,2960,2969
79,3120,3121
1677,164,1685
1665,328,1697
1645,492,1717
1617,656,1745
1581,820,1781
1537,984,1825
1485,1148,1877
1425,1312,1937
1357,1476,2005
1281,1640,2081
1197,1804,2165
1105,1968,2257
1005,2132,2357
897,2296,2465
781,2460,2581
657,2624,2705
525,2788,2837
385,2952,2977
237,3116,3125
81,3280,3281
1763,84,1765
1739,420,1789
1643,924,1885
1595,1092,1933
1475,1428,2053
1403,1596,2125
1235,1932,2293
1139,2100,2389
923,2436,2605
803,2604,2725
395,3108,3133
83,3444,3445
1845,172,1853
1833,344,1865
1813,516,1885
1785,688,1913
1749,860,1949
1705,1032,1993
1653,1204,2045
1593,1376,2105
1525,1548,2173
1449,1720,2249
1365,1892,2333
1273,2064,2425
1173,2236,2525
1065,2408,2633
949,2580,2749
825,2752,2873
693,2924,3005
553,3096,3145
405,3268,3293
249,3440,3449
85,3612,3613
1935,88,1937
1927,264,1945
1911,440,1961
1887,616,1985
1855,792,2017
1767,1144,2105
1711,1320,2161
1647,1496,2225
1575,1672,2297
1495,1848,2377
1407,2024,2465
1311,2200,2561
1207,2376,2665
1095,2552,2777
975,2728,2897
711,3080,3161
567,3256,3305
415,3432,3457
255,3608,3617
87,3784,3785
2021,180,2029
2009,360,2041
1961,720,2089
1829,1260,2221
1769,1440,2281
1541,1980,2509
1349,2340,2701
1241,2520,2809
1001,2880,3049
869,3060,3181
581,3420,3469
89,3960,3961
2115,92,2117
2107,276,2125
2091,460,2141
2067,644,2165
2035,828,2197
1995,1012,2237
1947,1196,2285
1891,1380,2341
1827,1564,2405
1755,1748,2477
1675,1932,2557
1491,2300,2741
1387,2484,2845
1275,2668,2957
1155,2852,3077
1027,3036,3205
891,3220,3341
747,3404,3485
595,3588,3637
435,3772,3797
267,3956,3965
2205,188,2213
2193,376,2225
2173,564,2245
2145,752,2273
2109,940,2309
2065,1128,2353
2013,1316,2405
1953,1504,2465
1885,1692,2533
1809,1880,2609
1725,2068,2693
1633,2256,2785
1533,2444,2885
1425,2632,2993
1309,2820,3109
1185,3008,3233
1053,3196,3365
913,3384,3505
765,3572,3653
609,3760,3809
